Mod:Item:MetaData, Localized Name
thebetweenlands:items_misc:53, Anadia Gills
thebetweenlands:items_misc:54, Anadia Scales
thebetweenlands:items_misc:55, Anadia Bones
thebetweenlands:items_misc:56, Anadia Remains
thebetweenlands:items_misc:57, Anadia Fins
thebetweenlands:items_misc:58, Snot
thebetweenlands:items_misc:59, Urchin Spike
thebetweenlands:items_misc:60, Fishing Float and Hook
thebetweenlands:items_misc:61, Olmlette Mixture
thebetweenlands:items_crushed:0, Ground Leaf
thebetweenlands:items_crushed:1, Ground Cattail
thebetweenlands:items_crushed:2, Ground Swamp Tallgrass
thebetweenlands:items_crushed:3, Ground Shoots
thebetweenlands:items_crushed:4, Ground Arrow Arum
thebetweenlands:items_crushed:5, Ground Button Bush
thebetweenlands:items_crushed:6, Ground Marsh Hibiscus
thebetweenlands:items_crushed:7, Ground Pickerel Weed
thebetweenlands:items_crushed:8, Ground Soft Rush
thebetweenlands:items_crushed:9, Ground Marsh Mallow
thebetweenlands:items_crushed:10, Ground Milkweed
thebetweenlands:items_crushed:11, Ground Blue Iris
thebetweenlands:items_crushed:12, Ground Copper Iris
thebetweenlands:items_crushed:13, Ground Blue Eyed Grass
thebetweenlands:items_crushed:14, Ground Boneset
thebetweenlands:items_crushed:15, Ground Bottlebrush Grass
thebetweenlands:items_crushed:16, Ground Weedwood Bark
thebetweenlands:items_crushed:17, Ground Dried Swamp Reed
thebetweenlands:items_crushed:18, Ground Algae
thebetweenlands:items_crushed:19, Ground Angler Tooth
thebetweenlands:items_crushed:20, Ground Black Hat Mushroom
thebetweenlands:items_crushed:21, Ground Crimson Snail Shell
thebetweenlands:items_crushed:22, Ground Bog Bean
thebetweenlands:items_crushed:23, Ground Broomsedge
thebetweenlands:items_crushed:24, Ground Bulb-Capped Mushroom
thebetweenlands:items_crushed:25, Ground Cardinal Flower
thebetweenlands:items_crushed:26, Ground Cave Grass
thebetweenlands:items_crushed:27, Ground Cave Moss
thebetweenlands:items_crushed:28, Ground Crimson Middle Gem
thebetweenlands:items_crushed:29, Ground Deep Water Coral
thebetweenlands:items_crushed:30, Ground Flathead Mushroom
thebetweenlands:items_crushed:31, Ground Golden Club
thebetweenlands:items_crushed:32, Ground Green Middle Gem
thebetweenlands:items_crushed:33, Ground Hanger
thebetweenlands:items_crushed:34, Ground Lichen
thebetweenlands:items_crushed:35, Ground Marsh Marigold
thebetweenlands:items_crushed:36, Ground Mire Coral
thebetweenlands:items_crushed:37, Ground Ochre Snail Shell
thebetweenlands:items_crushed:38, Ground Moss
thebetweenlands:items_crushed:39, Ground Nettle
thebetweenlands:items_crushed:40, Ground Phragmites
thebetweenlands:items_crushed:41, Ground Sludgecreep
thebetweenlands:items_crushed:42, Ground Sundew
thebetweenlands:items_crushed:43, Ground Swamp Kelp
thebetweenlands:items_crushed:44, Ground Roots
thebetweenlands:items_crushed:45, Ground Aqua Middle Gem
thebetweenlands:items_crushed:46, Ground Pitcher Plant
thebetweenlands:items_crushed:47, Ground Water Weeds
thebetweenlands:items_crushed:48, Ground Venus Fly Trap
thebetweenlands:items_crushed:49, Ground Volarpad
thebetweenlands:items_crushed:50, Ground Thorns
thebetweenlands:items_crushed:51, Ground Poison Ivy
thebetweenlands:items_crushed:52, Ground Bladderwort Flower
thebetweenlands:items_crushed:53, Ground Bladderwort Stalk
thebetweenlands:items_crushed:54, Ground Edge Shroom
thebetweenlands:items_crushed:55, Ground Edge Moss
thebetweenlands:items_crushed:56, Ground Edge Leaf
thebetweenlands:items_crushed:57, Ground Rotbulb
thebetweenlands:items_crushed:58, Ground Pale Grass
thebetweenlands:items_crushed:59, Ground String Roots
thebetweenlands:items_crushed:60, Ground Cryptweed
thebetweenlands:items_crushed:61, Ground Betweenstone Pebble
thebetweenlands:items_plant_drop:0, Leaf
thebetweenlands:items_plant_drop:1, Algae Clump
thebetweenlands:items_plant_drop:2, Arrow Arum Leaf
thebetweenlands:items_plant_drop:3, Blue Eyed Grass Flowers
thebetweenlands:items_plant_drop:4, Blue Iris Petals
thebetweenlands:items_plant_drop:5, Mire Coral
thebetweenlands:items_plant_drop:6, Deep Water Coral
thebetweenlands:items_plant_drop:7, Bog Bean Flower
thebetweenlands:items_plant_drop:8, Boneset Flowers
thebetweenlands:items_plant_drop:9, Bottlebrush Grass Blades
thebetweenlands:items_plant_drop:10, Broomsedge Leaves
thebetweenlands:items_plant_drop:11, Button Bush Flowers
thebetweenlands:items_plant_drop:12, Cardinal Flower Petals
thebetweenlands:items_plant_drop:13, Cattail Head
thebetweenlands:items_plant_drop:14, Cave Grass Blades
thebetweenlands:items_plant_drop:15, Copper Iris Petals
thebetweenlands:items_plant_drop:16, Golden Club Flowers
thebetweenlands:items_plant_drop:17, Lichen Clump
thebetweenlands:items_plant_drop:18, Marsh Hibiscus Flower
thebetweenlands:items_plant_drop:19, Marsh Mallow Flower
thebetweenlands:items_plant_drop:20, Marsh Marigold Flower
thebetweenlands:items_plant_drop:21, Nettle Leaf
thebetweenlands:items_plant_drop:22, Phragmite Stems
thebetweenlands:items_plant_drop:23, Pickerel Weed Flower
thebetweenlands:items_plant_drop:24, Shoots
thebetweenlands:items_plant_drop:25, Sludgecreep Leaves
thebetweenlands:items_plant_drop:26, Soft Rush Leaves
thebetweenlands:items_plant_drop:27, Sundew Head
thebetweenlands:items_plant_drop:28, Swamp Tallgrass Blades
thebetweenlands:items_plant_drop:29, Cave Moss
thebetweenlands:items_plant_drop:30, Moss
thebetweenlands:items_plant_drop:31, Milkweed Flower
thebetweenlands:items_plant_drop:32, Hanger
thebetweenlands:items_plant_drop:33, Pitcher Plant Trap
thebetweenlands:items_plant_drop:34, Water Weeds
thebetweenlands:items_plant_drop:35, Venus Fly Trap Head
thebetweenlands:items_plant_drop:36, Volarpad Leaf
thebetweenlands:items_plant_drop:37, Thorn Branch
thebetweenlands:items_plant_drop:38, Poison Ivy Leaves
thebetweenlands:items_plant_drop:39, Bladderwort Stalk
thebetweenlands:items_plant_drop:40, Bladderwort Flower
thebetweenlands:items_plant_drop:41, Edge Shroom Gills
thebetweenlands:items_plant_drop:42, Edge Moss Clump
thebetweenlands:items_plant_drop:43, Edge Leaf
thebetweenlands:items_plant_drop:44, Rotbulb Stalk
thebetweenlands:items_plant_drop:45, Pale Grass Blades
thebetweenlands:items_plant_drop:46, String Root Fibers
thebetweenlands:items_plant_drop:47, Cryptweed Blades
thebetweenlands:swamp_talisman:0, Swamp Talisman
thebetweenlands:swamp_talisman:1, Swamp Talisman Piece
thebetweenlands:swamp_talisman:2, Swamp Talisman Piece
thebetweenlands:swamp_talisman:3, Swamp Talisman Piece
thebetweenlands:swamp_talisman:4, Swamp Talisman Piece
thebetweenlands:weedwood_rowboat, Weedwood Rowboat
thebetweenlands:dentrothyst_shard_orange, Orange Dentrothyst Shard
thebetweenlands:dentrothyst_shard_green, Green Dentrothyst Shard
thebetweenlands:fish_bait, Fish Bait
thebetweenlands:fumigant, Fumigant
thebetweenlands:sap_ball, Ball of Sap
thebetweenlands:rotten_food, Rotten Food (%s)
thebetweenlands:middle_fruit_bush_seeds, White Pear Seeds
thebetweenlands:spores, Spores
thebetweenlands:aspectrus_seeds, Aspectrus Seeds
thebetweenlands:mire_snail_egg, Mire Snail Egg
thebetweenlands:mire_snail_egg_cooked, Cooked Mire Snail Egg
thebetweenlands:frog_legs_raw, Raw Frog's Leg
thebetweenlands:frog_legs_cooked, Fried Frog's Leg
thebetweenlands:snail_flesh_raw, Raw Snail Flesh
thebetweenlands:snail_flesh_cooked, Seared Snail Flesh
thebetweenlands:reed_donut, Reed Donut
thebetweenlands:jam_donut, Jam Donut
thebetweenlands:gerts_donut, Gert's Donut
thebetweenlands:aspectrus_fruit, Aspectrus Fruit
thebetweenlands:puffshroom_tendril, Puffshroom Tendril
thebetweenlands:kraken_tentacle, Kraken Tentacle
thebetweenlands:kraken_calamari, Kraken Calamari
thebetweenlands:middle_fruit, White Pear
thebetweenlands:mince_pie, Mince Pie
thebetweenlands:christmas_pudding, Christmas Pudding
thebetweenlands:candy_cane, Candy Cane
thebetweenlands:weeping_blue_petal, Weeping Blue Petal
thebetweenlands:wight_heart, Wight's Heart
thebetweenlands:yellow_dotted_fungus, Yellow Dotted Fungus
thebetweenlands:silt_crab_claw, Crab Claw
thebetweenlands:crab_stick, Crabstick
thebetweenlands:nettle_soup, Nettle Soup
thebetweenlands:sludge_jello, Sludge Jello
thebetweenlands:middle_fruit_jello, White Pear Jello
thebetweenlands:sap_jello, Sap Jello
thebetweenlands:marshmallow, Green Marshmallow
thebetweenlands:marshmallow_pink, Pink Marshmallow
thebetweenlands:flat_head_mushroom_item, Flathead Mushroom
thebetweenlands:black_hat_mushroom_item, Black Hat Mushroom
thebetweenlands:bulb_capped_mushroom_item, Bulb-Capped Mushrooms
thebetweenlands:swamp_reed_item, Swamp Reed
thebetweenlands:swamp_kelp_item, Swamp Kelp
thebetweenlands:fried_swamp_kelp, Fried Swamp Kelp
thebetweenlands:forbidden_fig, Forbidden Fig
thebetweenlands:candy_blue, Blue Candy
thebetweenlands:candy_red, Red Candy
thebetweenlands:candy_yellow, Yellow Candy
thebetweenlands:chiromaw_wing, Chiromaw Wing
thebetweenlands:tangled_root, Tangled Root
thebetweenlands:mire_scramble, Mire Scramble
thebetweenlands:weeping_blue_petal_salad, Weeping Blue Petal Salad
thebetweenlands:nibblestick, Nibblestick
thebetweenlands:spirit_fruit, Spirit Fruit
thebetweenlands:sushi, Sushi
thebetweenlands:rock_snot_pearl, Rocksnot Pearl
thebetweenlands:pearled_pear, Pearled Pear
thebetweenlands:anadia_meat_raw, Raw Anadia Meat
thebetweenlands:anadia_meat_cooked, Cooked Anadia Meat
thebetweenlands:anadia_meat_smoked, Smoked Anadia Meat
thebetweenlands:barnacle, Barnacle Flesh
thebetweenlands:barnacle_cooked, Cooked Barnacle Flesh
thebetweenlands:barnacle_smoked, Smoked Barnacle Flesh
thebetweenlands:crab_stick_smoked, Smoked Crabstick
thebetweenlands:frog_legs_smoked, Smoked Frog's Leg
thebetweenlands:puffshroom_tendril_smoked, Smoked Puffshroom Tendril
thebetweenlands:silt_crab_claw_smoked, Smoked Crab Claw
thebetweenlands:snail_flesh_smoked, Smoked Snail Flesh
thebetweenlands:olm_egg_raw, Olm Egg Cluster
thebetweenlands:olm_egg_cooked, Baked Olm Egg Cluster
thebetweenlands:olmlette, Olmlette
thebetweenlands:bone_helmet, Bone Helmet
thebetweenlands:bone_chestplate, Bone Chestplate
thebetweenlands:bone_leggings, Bone Leggings
thebetweenlands:bone_boots, Bone Boots
thebetweenlands:lurker_skin_helmet, Lurker Skin Helmet
thebetweenlands:lurker_skin_chestplate, Lurker Skin Chestplate
thebetweenlands:lurker_skin_leggings, Lurker Skin Leggings
thebetweenlands:lurker_skin_boots, Lurker Skin Boots
thebetweenlands:syrmorite_helmet, Syrmorite Helmet
thebetweenlands:syrmorite_chestplate, Syrmorite Chestplate
thebetweenlands:syrmorite_leggings, Syrmorite Leggings
thebetweenlands:syrmorite_boots, Syrmorite Boots
thebetweenlands:valonite_helmet, Valonite Helmet
thebetweenlands:valonite_chestplate, Valonite Chestplate
thebetweenlands:valonite_leggings, Valonite Leggings
thebetweenlands:valonite_boots, Valonite Boots
thebetweenlands:ancient_helmet, Ancient Helmet
thebetweenlands:ancient_chestplate, Ancient Chestplate
thebetweenlands:ancient_leggings, Ancient Leggings
thebetweenlands:ancient_boots, Ancient Boots
thebetweenlands:amphibious_helmet, Amphibious Helmet
thebetweenlands:amphibious_chestplate, Amphibious Chestplate
thebetweenlands:amphibious_leggings, Amphibious Leggings
thebetweenlands:amphibious_boots, Amphibious Boots
thebetweenlands:rubber_boots, Rubber Boots
thebetweenlands:marsh_runner_boots, Boots of the Marsh Runner
thebetweenlands:skull_mask, Skull Mask
thebetweenlands:explorers_hat, Explorer's Hat
thebetweenlands:spirit_tree_face_large_mask, Large Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask, Small Spirit Tree Face Mask
thebetweenlands:spirit_tree_face_small_mask_animated, Small Animated Spirit Tree Face Mask
thebetweenlands:gallery_frame_small, Small Gallery Frame
thebetweenlands:gallery_frame_large, Large Gallery Frame
thebetweenlands:gallery_frame_very_large, Very Large Gallery Frame
thebetweenlands:weedwood_sword, Weedwood Sword
thebetweenlands:weedwood_shovel, Weedwood Shovel
thebetweenlands:weedwood_axe, Weedwood Axe
thebetweenlands:weedwood_pickaxe, Weedwood Pickaxe
thebetweenlands:bone_sword, Bone Sword
thebetweenlands:bone_shovel, Bone Shovel
thebetweenlands:bone_axe, Bone Axe
thebetweenlands:bone_pickaxe, Bone Pickaxe
thebetweenlands:octine_sword, Octine Sword
thebetweenlands:octine_shovel, Octine Shovel
thebetweenlands:octine_axe, Octine Axe
thebetweenlands:octine_pickaxe, Octine Pickaxe
thebetweenlands:valonite_sword, Valonite Sword
thebetweenlands:valonite_shovel, Valonite Shovel
thebetweenlands:valonite_axe, Valonite Axe
thebetweenlands:valonite_greataxe, Valonite Greataxe
thebetweenlands:valonite_pickaxe, Valonite Pickaxe
thebetweenlands:octine_shield, Octine Shield
thebetweenlands:valonite_shield, Valonite Shield
thebetweenlands:weedwood_shield, Weedwood Shield
thebetweenlands:living_weedwood_shield, Living Weedwood Shield
thebetweenlands:syrmorite_shield, Syrmorite Shield
thebetweenlands:bone_shield, Bone Shield
thebetweenlands:dentrothyst_shield_green, Green Dentrothyst Shield
thebetweenlands:dentrothyst_shield_green_polished, Green Polished Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange, Orange Dentrothyst Shield
thebetweenlands:dentrothyst_shield_orange_polished, Orange Polished Dentrothyst Shield
thebetweenlands:lurker_skin_shield, Lurker Skin Shield
thebetweenlands:manual_hl, Herblore Book
thebetweenlands:syrmorite_shears, Syrmorite Shears
thebetweenlands:sickle, Sickle
thebetweenlands:shockwave_sword, Shockwave Sword
thebetweenlands:angler_tooth_arrow, Angler Tooth Arrow
thebetweenlands:poisoned_angler_tooth_arrow, Poisoned Angler Tooth Arrow
thebetweenlands:octine_arrow, Octine Arrow
thebetweenlands:basilisk_arrow, Basilisk Arrow
thebetweenlands:sludge_worm_arrow, Sludge Worm Arrow
thebetweenlands:shock_arrow, Shock Arrow
thebetweenlands:chiromaw_barb, Chiromaw Barb
thebetweenlands:weedwood_bow, Weedwood Bow
thebetweenlands:predator_bow, Predator Bow
thebetweenlands:wights_bane, Wight's Bane
thebetweenlands:sludge_slicer, Sludge Slicer
thebetweenlands:critter_cruncher, Critter Cruncher
thebetweenlands:hag_hacker, Hag Hacker
thebetweenlands:voodoo_doll, Voodoo Doll
thebetweenlands:swift_pick, Swift Pick
thebetweenlands:ancient_greatsword, Ancient Greatsword
thebetweenlands:ancient_battle_axe, Ancient Battle Axe
thebetweenlands:pestle, Pestle
thebetweenlands:net, Net
thebetweenlands:lurker_skin_pouch, Lurker Skin Pouch
thebetweenlands:caving_rope, Caving Rope
thebetweenlands:grappling_hook, Grappling Hook
thebetweenlands:volarkite, Volarkite
thebetweenlands:simple_slingshot, Simple Slingshot
thebetweenlands:chirobarb_erupter, Chirobarb Erupter
thebetweenlands:chirobarb_shock_erupter, Chirobarb Shock Erupter
thebetweenlands:weedwood_fishing_rod, Weedwood Fishing Rod
thebetweenlands:fishing_spear, Fishing Spear
thebetweenlands:fishing_spear_amphibious, Amphibious Fishing Spear
thebetweenlands:fishing_spear_amphibious_robust, Robust Amphibious Fishing Spear
thebetweenlands:mist_staff, Staff of the Mist Walker
thebetweenlands:shadow_staff, Staff of the Shadow Walker
thebetweenlands:bl_bucket:0, Weedwood Bucket
thebetweenlands:bl_bucket:1, Syrmorite Bucket
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBrine§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Lithium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSteam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Glowstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Magma§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Nitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFrozen Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Crystallized Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRadioactive Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fClean Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fInfected Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Methane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Nitrogen Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Hydrocarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Chocolate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Caramel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Coralium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquid Antimatter§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOil (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOil (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOil (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResidue (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResidue (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResidue (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDistilled Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDistilled Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDistilled Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDense Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Heavy Fuels (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Heavy Fuels (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Heavy Fuels (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLight Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLight Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLight Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Light Fuels (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Light Fuels (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMixed Light Fuels (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGaseous Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGaseous Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGaseous Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fUU-Matter§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fConstruction Foam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fIC2 Coolant§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiogas§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDistilled Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSteam§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHotspring Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fWeed-Ex§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fAir§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOxygen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMilk§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLiquifacted Coal§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrude Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNaphtha§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fRefined Fuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSap§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSyrup§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fResin§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTree Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiocrude§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGrassoline§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMushroom Stew§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEssence of Knowledge§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§ePotion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eSplash Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eDestabilized Redstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eEnergized Glowstone§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§eResonant Ender§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bGelid Cryotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bZephyrean Aerotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§bTectonic Petrotheum§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§dPrimal Mana§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBeryllium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCalcium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCalciumcarbonate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fChlorite§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDeuterium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fGlyceryl§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHelium3§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHeliumplasma§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fLithium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMercury§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fMethane§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrocoalfuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrofuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogen§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrogendioxide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fPotassium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSilicon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodiumpersulfate§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fTritium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fWolframium§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCarbon Fiber§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrocarbon§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfur§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSodium Sulfide§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fDiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fNitrodiesel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fOil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSulfuric Acid§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCompressed Air§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fElectrolyzed Water§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiofuel§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fHoney§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fCrushed Ice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fFruit Juice§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:0, Weedwood Bucket (§fShort Mead§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBrine§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Lithium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSteam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Glowstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Magma§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Nitrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fFrozen Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Crystallized Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fRadioactive Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fClean Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fInfected Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Methane§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Nitrogen Ice§f)
